path,size,ext,flags,sha256
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Ad-TestPlan_14day_v1.md,721,.md,,fdc6a1a865940b204971ec81ae5f19718ea89045b8c936f4d2b4764e3b87700b
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Chaz_10-Minute_Decision_Checklist.md,904,.md,,95604388e07b9df59863e9d2b1891505202fbefc452a4a8b1e3a9b4290320acd
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Chaz_Four-Absolutes_Brief.md,1209,.md,,550951cb0ee93e28c084dc396948fddacab8882e9ffa4be1c9bf15d636629770
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Chaz_Status_Brief.md,2085,.md,,c31f2e346a544a8336fedfa25a6505c967e668131ab0ce7551805f4d37e503b0
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Chaz_Three-Absolutes_Brief.md,1834,.md,,f9f16b2df79bcd9ef97fd3726757c8a95e8865bbe689aa68dad3d0079467b7b4
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Email-Templates_Pack_v1.md,1043,.md,,91a570b2041fbcd5ec49a1040625d13cd0e59fb4157339cc4f3580bb731affd2
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/LeadMagnets_Pack_v1.md,4509,.md,,9abc25084d84f9f44cbc7370ad5c252232c714ecae5bb91e6841701483748963
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Marketing_Assets_v1.md,3514,.md,,d078e102b9c7f94ed9b6a1e3e6bd38076811d7717e6baddecfa1f84159aa8593
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Master-Index_Running_v1.md,969,.md,,fa83eb2f9dd1b262cbf3d96f3c7013c5243fd6c3bdb8640cedd3794d73ff501d
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Module-Map_Authoritative_v1.md,3818,.md,,e571363861045ffa16c533813d32d1bbbc27fb1104b39d2cad0749ae69b9a619
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/New Text Document.txt,0,.txt,empty,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Packaging-SOP_Agent-ReRun_v1.md,1242,.md,,508e96a1769fb20ead6e8d5edfbb6f4a412214040af7e5b7beb3e6c40b86f7e9
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Packaging_Manifest_v1.json,942,.json,,5f10d9174c40642ad78bc17a8eb91c2b8d0ed39b2991de994a6504b2f77ac1ce
1st-check_retrieved-from-original-thread/retrieved-from-original-thread/Quizzes_System_v1.md,3250,.md,,3b6d0a3b8121474ec5386a1b0d0f397fe48da820e9393f4d8b6013c5fce0317f
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/10_business_ideas_retirees.pdf,153195,.pdf,,d9285c22998d1d957b265661ed75b982a6fd04b68bbeb3b849f8c6d81be7ef63
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_10-Minute_Decision_Checklist.pdf,2692,.pdf,,633ab7bfb175e262925943a9282a9fd58ed9a357b1b4e3615ab4a6393048c11e
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Four-Absolutes_Brief.pdf,6013,.pdf,,7e1b791ffd984b76c600f80e992050e6d345eec10b8282a34f86c8b3e6227242
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Status_Brief.md,2075,.md,,23d8ef7bebd7c3b64b39cf701e2bad2e4d09e4e26b47be7e799ecfb761cfeecc
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Status_Brief.pdf,6035,.pdf,,7d06c4ae96f8ccb39544703a8f5e1d127cc25755119a90a2940419ad1b1abc19
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_Brief-combined (1).pdf,24528,.pdf,,a9155281cdc0d199889d4569b8bc6a45157954c61ed9b54f90226df915d246b1
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_Brief-Redesigned (1).docx,14626,.docx,,8ffe6ab7f46c587837856161ff7a1cc5f924adf845acdec8dfa03bc79caeced3
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_Brief-Redesigned.docx,42413,.docx,,69192c8195708790576bb3f0390bc9d6df2357ae1e61e3cd0da1001245937f20
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_Brief-Redesigned.pdf,4359210,.pdf,,7cc4b45c4a3170acceeb757fcde4b92956d6f1dd9f96fe857ae3273c52359b5b
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_Brief.md,1806,.md,,c5305a9252f036cef2a8c3c159317ade819fe608bb824c1a581cbbbbac54a875
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_Brief.pdf,8301,.pdf,,aa9ea8297a9d45ce19c59464a1a74c66f87fdf87269f56f3b994f9b7becf56a4
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs.zip,4494723,.zip,,d5352396899e08986de85c35b42e1a4643f6fc29d83642107e1fc5553d28f5b7
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Course planning interview (1).docx,17504,.docx,,64216ad27d06dfb28624e4a8f546b7bebb67fa16919284e7af39d63c35909545
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Course planning interview.docx,18047,.docx,,f253efc3d6c380e8f39d3bbe7f98cc3f5bcca63c4762831ab43096026baa7507
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Course planning interview.pdf,16375,.pdf,,ea96a2de56b9d9b3a31a9ae48262e8ad28541245f0e215086ccac5f391ea003a
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/dad-course-marketing.pdf,16375,.pdf,,ea96a2de56b9d9b3a31a9ae48262e8ad28541245f0e215086ccac5f391ea003a
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/draft-2_retiree-course.txt,115715,.txt,,b4d42b871cabf8346c37590db5fe4f0c26cefa167683fb8dbe51d4cb0ea6e276
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/KORB ESSENTIALS.doc,143360,.doc,,29a71437a87b6290f4e31eedd2a17cb9c991ba037b4284a319756490446ad539
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Korb weeks 1-4.doc,183808,.doc,,b46a3f7b99f6e219fd6c3699b3334f533adc912ee0f16c00c1e47e042ff68d95
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Korb weeks 5-8 053104.doc,167424,.doc,,bbf8de63b355104d695dbb399e9c53dc320e34252904b62c9b86cd78568942e0
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Quizzes-5-Day-Plan-Emails.pdf,165093,.pdf,,e56bba196ac4cf9cd985b4c80f9402f5dfff3a09038843e3d0a1dda21fada6ed
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/quizzes_and_emails (1).rtf,39975,.rtf,,d69beb37226be8824c06cd6733a9f7e95c2abd77bcdc2f06ab07af3e395ad34f
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/quizzes_and_emails.doc,36971,.doc,,7ea45010f715daa6cd0883f29782f6d8d469c6088030c0fe3cfe5c4c607d1552
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/quizzes_and_emails.rtf,39975,.rtf,,d69beb37226be8824c06cd6733a9f7e95c2abd77bcdc2f06ab07af3e395ad34f
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Retiree-Course-Marketing_Quizzes.docx,17504,.docx,,ffe71ccc5062e470dda62a2184f4dd6833306d9d6d729bd2750247e02ad28e34
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Second_Act_Profit_System_Slides.pptx,33594,.pptx,,7855b193dca13cf8522f1a6e2ce96ad87bd921cefb724441b02f125563972d45
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_001-001.png,74247,.png,,199d1fd338557168385aeebf91e468cc1aaca934613dc529c38930730f01d295
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_001.png,535844,.png,,bfaf5d9951016798b48f1af3dd368e2152c95ec379f0e7bf394d8319fa375621
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_002-003.png,142013,.png,,dfe806d423e2b9a4690f3059e9b41694da66af53f681fdfe30c606e19f2ad209
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_002.png,463924,.png,,ab53bd7fbf3787a5bd35d6c498f272fd23694f54f8fafba0d55061a41719861e
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_003-005.png,107483,.png,,fca7efcf7916942cc99762f745f497ee9839ca3d1350dbc0fbba520d5ad184ef
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_003.png,575842,.png,,4506d617380b18807c1e5262ff09ac43c78deb63e4d6e1ee21396ec48f97cd80
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_004.png,146835,.png,,00959fa0df3159844c1286130c04e17cf9d9fc477a413b84b7d92593ba5f3c01
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_005-008.png,193821,.png,,bbbaa5c223f2e9f004612d755f703e5f460ec75441fbc67b81c245cef0cf223b
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_005.png,591710,.png,,d9ca2d530468901e1cbcfb4f2c3b0538254fc13744d0ee41a1eec7ea5f6b9b65
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_006-010.png,104166,.png,,b18e6fe166381efff6e2f59cd120323ff34b456a6bc59d084c4863e1183b0090
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_006.png,547607,.png,,ced30d47814c7bbd6d81ae1024f6ce234eafe900afbf60d54f758526b7f78328
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_007-012.png,70532,.png,,1201dc06909611087ef86ee81346016b6b8a92b337bcf8beb72b32de0e4365ba
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_007.png,562035,.png,,b60be09a02169f968889eb9e77f340df23e9e9c51390eba726fd81eb6f853140
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_008.png,588953,.png,,07c6a93c88839496852122bd436115c78fe6b715de4d232d6d4ff29c1a889677
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_009.png,128503,.png,,a8626e3f5938582cbaaf7b1b9f85792f1dfa7d50c9da2c8bd4904b23499ed48f
2nd-check_IMPORTANT-ORIGINALS-AND-MORE/IMPORTANT-ORIGINALS-AND-MORE/Chaz_Three-Absolutes_PNGs/Redesigned_Page_010.png,322114,.png,,be75c91f14d6fd5ff26901bc26db40a2e6586960a70c2f61018fb9584088fae2
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/MANIFEST_v1.json,2450,.json,,f21c8f32b7fb2caf937b8da9a1b6e27dd125b6c8a231fa545e1bf7f94303cc42
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/Master-Index_Running_v1.md,4549,.md,,06bb04d3a74f60aa2f073d2438b99f355f929265425f6ac8d0f59afbe4079b40
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/Module-Map_Authoritative_v1.md,1378,.md,placeholder,68ddb8aa2b3ef45b770bc1c5f038bd4dff14f0beaa37aeb4341e4e43b8e2b323
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/Packaging_Manifest_v1.json,7002,.json,placeholder,442d73d0d873d3473dbaa02cec78e330a2a5bc1ddba74c45cc2ede75cc72ddfb
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/README_SAP_Module_Skeletons_v1.md,1050,.md,placeholder,885dacc0ea8dd6d50a0766dc4cf1d3c4398435dc804236e7f76b15582518c8c5
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/SAP_7-Step-Validation_v1.md,1631,.md,,900955e1c6d0ee4a395a6eda34c76ca46342d8233a60c000e44b29195b2dfcc1
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/SAP_Slug-Convention_v1.md,659,.md,,00ba318727fbf4123f10b304733a995e127c9963f93e83f67ae8103f9b3ccd0c
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/SAP_Slug-Map_Template_v1.csv,610,.csv,placeholder,3fba59181d2b4980d7dae112a70ae61d3106a3c74acf74756ff90218c05cd8de
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-00_TBD-Title_v1.md,812,.md,placeholder,1c0d682af775bd57c4a43646ae9494f481e468c55aa44b9d35077783b3788514
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-01_TBD-Title_v1.md,858,.md,placeholder,aa51a2f82edc569449d5eaa3d123391c5c9b525d4e8d92e0c92fce4ee92a1aa2
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-02_TBD-Title_v1.md,858,.md,placeholder,b86eb38ce855c0f83b8edace4ff5b0db3cac2af1698a722644f29056854491ce
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-03_TBD-Title_v1.md,858,.md,placeholder,b9cd9ac753cc58a33b657096fb13ac84ee2a8e60b1e3df0836e7168826783a52
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-04_TBD-Title_v1.md,858,.md,placeholder,ffd8371ad7df06634ba4ff65ccd1b747ec62e3064547f7b0783c8faad4a40c7c
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-05_TBD-Title_v1.md,858,.md,placeholder,7a49b2b51ec413c1d4fdb299a71b9f62374df1f950e55c3765cbe453586e6b85
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-06_TBD-Title_v1.md,858,.md,placeholder,aa8d61761c0b41324ee6998e623bff7a43a667466e0ff1ad9bd449dbdb8a3492
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-07_TBD-Title_v1.md,858,.md,placeholder,2c168eac85e8963bcf59ed8044ad3c4db263934b2587321eab5cb7cb2b0d0968
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-08_TBD-Title_v1.md,858,.md,placeholder,b5a5da5891a9c4002e63f4ba8901e180076c8193fa84c0643c481b4dfab619df
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Course-Scaffold_v1.1/skeletons/SAP_Module-09_TBD-Title_v1.md,812,.md,placeholder,e9035f344a432b7d3120edb78cb5160412f4f0ad04879bf4736233d229e93e54
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/MANIFEST_v1.json,2450,.json,,f21c8f32b7fb2caf937b8da9a1b6e27dd125b6c8a231fa545e1bf7f94303cc42
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/README_SAP_Module_Skeletons_v1.md,1050,.md,placeholder,885dacc0ea8dd6d50a0766dc4cf1d3c4398435dc804236e7f76b15582518c8c5
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/SAP_7-Step-Validation_v1.md,1631,.md,,900955e1c6d0ee4a395a6eda34c76ca46342d8233a60c000e44b29195b2dfcc1
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/SAP_Slug-Convention_v1.md,659,.md,,00ba318727fbf4123f10b304733a995e127c9963f93e83f67ae8103f9b3ccd0c
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/SAP_Slug-Map_Template_v1.csv,610,.csv,placeholder,3fba59181d2b4980d7dae112a70ae61d3106a3c74acf74756ff90218c05cd8de
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-00_TBD-Title_v1.md,812,.md,placeholder,1c0d682af775bd57c4a43646ae9494f481e468c55aa44b9d35077783b3788514
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-01_TBD-Title_v1.md,858,.md,placeholder,aa51a2f82edc569449d5eaa3d123391c5c9b525d4e8d92e0c92fce4ee92a1aa2
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-02_TBD-Title_v1.md,858,.md,placeholder,b86eb38ce855c0f83b8edace4ff5b0db3cac2af1698a722644f29056854491ce
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-03_TBD-Title_v1.md,858,.md,placeholder,b9cd9ac753cc58a33b657096fb13ac84ee2a8e60b1e3df0836e7168826783a52
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-04_TBD-Title_v1.md,858,.md,placeholder,ffd8371ad7df06634ba4ff65ccd1b747ec62e3064547f7b0783c8faad4a40c7c
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-05_TBD-Title_v1.md,858,.md,placeholder,7a49b2b51ec413c1d4fdb299a71b9f62374df1f950e55c3765cbe453586e6b85
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-06_TBD-Title_v1.md,858,.md,placeholder,aa8d61761c0b41324ee6998e623bff7a43a667466e0ff1ad9bd449dbdb8a3492
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-07_TBD-Title_v1.md,858,.md,placeholder,2c168eac85e8963bcf59ed8044ad3c4db263934b2587321eab5cb7cb2b0d0968
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-08_TBD-Title_v1.md,858,.md,placeholder,b5a5da5891a9c4002e63f4ba8901e180076c8193fa84c0643c481b4dfab619df
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Module-Skeletons_v1/skeletons/SAP_Module-09_TBD-Title_v1.md,812,.md,placeholder,e9035f344a432b7d3120edb78cb5160412f4f0ad04879bf4736233d229e93e54
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_A11y-Prepass_Report_v1.md,346,.md,,ac72940696b79eacf47bcb48ac668171297d551ddefb1945900c8d9af44ccdf4
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Course-Logbook_v1.md,1768,.md,,f3be147d62aabffeeaf0dfe35c1493e772758d276d4500d1d8e70e6e13362168
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Emails_Launch-Set_v1.md,759,.md,placeholder,c863ccb0a274a282071b805ca5b89c82af094295e7f8ba475f9ad7a0e183c2e2
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Landing-Page_Draft_v1.md,672,.md,,ecd47fa0ef6b58b77ba0df3d8c2d931ad57df349f608cfac867dc6dddbc35a96
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Marketing-Hooks_Master_v1.csv,2014,.csv,,9522f7f87fb0edc72ccac82939ac71935c8c1d61c29b367b561e1b2e61243cff
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Marketing-Hooks_Master_v1.md,2119,.md,placeholder,b512e3fdde93df2d25017b681acd39ea28f3b3f48cebfc8914a05acee823a8ea
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Nav-Tree_Notion_v1.csv,609,.csv,placeholder,296228eec103fa1690cebc9fdb4f7a41a40171a87aba446242763423528d3de8
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Nav-Tree_v1.json,2871,.json,placeholder,02a86cc1bdec871e5fab49f0e08ea1ce3aea1742b793ba3486e9d0ff42d44234
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Validation-Diff_v1.json,2447,.json,,081e12e04e0462fa69e83f763b03b02b3d19168407d91d32e36655bece5ed75e
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/out/SAP_Validation-Diff_v1.md,1407,.md,,2949d76bc335011690b0df051e05657d83bdd0ca0747a2963c9f42136569939b
3rd-check_not-sure-if-placeholder/not-sure-if-placeholder/SAP_Stub_Outputs_v1/skeletons_accessible/README.md,180,.md,,f55b119f066b866411e6128e0484ca965c6e6ac18a283c845fd64202e71284c5
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Ad-TestPlan_14day_v1.md,709,.md,,dfd192d559779b2dce9e3a9bfbd1f58ee3679585ebdcc57300cf85523786ec6f
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Ad-TestPlan_14day_v1.pdf,2727,.pdf,,cadc3ece150156c48427bfb3aaa2136c95684322f24d1d7580744ee9ad977d97
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Email-Templates_Pack_v1.md,1027,.md,,cbb45cefb36ce2ee662779c33d6a61935f9ccd15f46557e775ee65167fcf7500
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Email-Templates_Pack_v1.pdf,2918,.pdf,,de1d70d06d4191ff75ee13a0292fc3fdc264b72416bf46098299cd1b603bb3a3
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Master-Index_Running_v1.md,964,.md,,a01022e998e7e92fea434c28ae2cc3d312866fcb9615c04254ba61f1e1c3cca3
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Master-Index_Running_v1.pdf,2877,.pdf,,e4eb8c72ba61d2e0e9dfed725ab89d2c1252425efd39203f281b380e5ee674fb
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Module-Map_Authoritative_v1.md,3512,.md,,85da72783e0ded680d6c5381f7c96c7262785156f936e695094712bf0b27a270
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Module-Map_Authoritative_v1.pdf,5964,.pdf,,e1a83bbda4d88a5763dbed0e4f22cf71549725179fee188d75fcb9cacdc56e55
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Packaging-SOP_Agent-ReRun_v1.md,1130,.md,,e9ab3d5b739f92a2fabb8298612edda8f5d1703ffb4e200dfba664482af3509e
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Packaging-SOP_Agent-ReRun_v1.pdf,2936,.pdf,,b95460237d47d03ab13a792371940dc510d71dbdd4c08701291a5350c5cd02d2
4th-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/fourth-check_packaging-ad_testplan-email_templates-packaging_manifest-module_map/Packaging_Manifest_v1.json,1000,.json,,6155d322c67b1642843d35d5fa823d515e0d04ce5f1232d0b3937cd5cb2b1e73
